[2023-02-20T03:24:32.894708+01:00] Akmalmp\BelajarPhpMvc\HandlerTest.DEBUG: This is debug [] []
[2023-02-20T06:40:45.889155+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8112 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889249+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8113 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889315+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8114 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889373+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8115 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889435+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8116 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889495+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8117 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889555+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8118 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889615+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8119 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889678+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8120 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889740+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8121 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889800+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8122 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889859+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8123 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889918+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8124 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.889977+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8125 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890037+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8126 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890097+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8127 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890156+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8128 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890215+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8129 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890307+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8130 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890456+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8131 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890589+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8132 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890685+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8133 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890741+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8134 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890790+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8135 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890839+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8136 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890886+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8137 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890934+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8138 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.890985+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8139 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891035+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8140 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891082+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8141 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891129+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8142 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891176+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8143 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891223+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8144 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891270+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8145 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891317+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8146 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891364+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8147 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891411+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8148 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891458+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8149 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891675+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8150 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891752+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8151 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891804+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8152 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891853+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8153 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891900+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8154 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891948+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8155 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.891995+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8156 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892045+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8157 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892095+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8158 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892143+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8159 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892190+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8160 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892237+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8161 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892285+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8162 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892331+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8163 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892378+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8164 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892425+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8165 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892472+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8166 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892519+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8167 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892565+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8168 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892612+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8169 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892660+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8170 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892769+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8171 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892847+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8172 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892910+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8173 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.892970+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8174 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893030+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8175 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893093+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8176 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893154+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8177 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893221+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8178 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893279+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8179 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893338+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8180 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893397+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8181 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893455+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8182 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893514+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8183 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893572+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8184 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893631+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8185 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893690+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8186 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893749+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8187 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893808+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8188 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893868+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8189 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893927+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8190 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.893985+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8191 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894289+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8192 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894400+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8193 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894459+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8194 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894511+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8195 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894559+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8196 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894606+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8197 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894652+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8198 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894699+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8199 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894746+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8200 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894795+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8201 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894843+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8202 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894890+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8203 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894937+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8204 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.894984+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8205 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895031+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8206 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895077+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8207 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895124+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8208 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895170+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8209 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895223+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8210 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.895287+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8211 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.896274+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8212 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.896372+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8213 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.896439+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8214 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.896500+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8215 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.896562+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-8216 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
